CATEGORIA,CIDADE_ESTABELECIMENTO,COD_CATEGORIA,COD_ESTABELECIMENTO,COD_MCC,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_ESTABELECIMENTO,NOME_MCC,PREDICT,TRANSACAO_COM_CHIP,Unnamed: 0
,407-963-1366,,"6,31E+14",2741.0,1.0,2741.0,DIVERSOS - PUBLICACAO E IMPRESSOS,"RENT-A-HERO STUDIOS, L","RENT-A-HERO STUDIOS, L DIVERSOS - PUBLICACAO E IMPRESSOS",,N,
LocaÃ§Ã£o de Carro,LONDRINA,1,1432780,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,LOCALIZA LJLDB,LOCALIZA LJLDB LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,RIO DE JANEIR,1,19029164,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,NOVACAR ALUGUEL DE VEICUL,NOVACAR ALUGUEL DE VEICUL LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,REYKJAVÃƒÂK,1,77424,3357.0,1.0,3357.0,HERTZ RENT A CAR,HERTZ BÃƒÂLALEIGA FLUGL,HERTZ BÃƒÂLALEIGA FLUGL HERTZ RENT A CAR,,N,
LocaÃ§Ã£o de Carro,NATAL,1,1033238233,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,ZUZA RENT A CAR,ZUZA RENT A CAR LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,COZUMEL,1,9357261065,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,ALAMO PTA MAYA,ALAMO PTA MAYA LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,SAO JOSE,1,24165417,7512.0,3.0,7512.0,LOCADORAS DE VEICULOS,ALTUS CAR ALUG CARROS,ALTUS CAR ALUG CARROS LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,NOVA IGUACU,1,1011432215,5533.0,6.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,NOVA CAR D NOVA IGUACU,NOVA CAR D NOVA IGUACU LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,PANAMA,1,94162149,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,AUTOMOBILE CAR RENTAL,AUTOMOBILE CAR RENTAL LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,RIO DE JANEIR,1,8675543888,7538.0,3.0,7538.0,OFICINAS,E J E CAR OFICINA MECANIC,E J E CAR OFICINA MECANIC OFICINAS,,S,
LocaÃ§Ã£o de Carro,PONTEVEDRA,1,2101438194,3405.0,1.0,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT A,ENTERPRISE RENT A ENTERPRISE RENT-A-CAR,,S,
Restaurantes,BAKU,7,5687,5812.0,7.0,5812.0,RESTAURANTES,PASHA POS H2H MOVIDA 1,PASHA POS H2H MOVIDA 1 RESTAURANTES,,N,
LocaÃ§Ã£o de Carro,SAO GONCALO,1,8736745183,4214.0,1.0,4214.0,MUDANCAS,PAPALEGUAS LOCACAO E V,PAPALEGUAS LOCACAO E V MUDANCAS,,S,
LocaÃ§Ã£o de Carro,FRISCO,1,"1,80E+12",3405.0,15.0,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT-A-CAR ENTERPRISE RENT-A-CAR,,N,
LocaÃ§Ã£o de Carro,877-860-1284,1,25423090018,4784.0,8.0,4784.0,PEDAGIO DE ESTRADAS,ALAMO CAR TOLLS,ALAMO CAR TOLLS PEDAGIO DE ESTRADAS,,N,
LocaÃ§Ã£o de Carro,BUDAPEST,1,D3061180641251,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,KLASS WAGEN RENT A,KLASS WAGEN RENT A LOCADORAS DE VEICULOS,,N,
,BRASILIA,,26029375,7542.0,1.0,7542.0,LAVA RAPIDO,BRILHO CAR CENTRO AUTOM,BRILHO CAR CENTRO AUTOM LAVA RAPIDO,,S,
,S B CAMPO,,20672608,5511.0,1.0,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),F CAR MECANICA,F CAR MECANICA CARROS E CAMINHOES (NOVOS / USADOS),,S,
LocaÃ§Ã£o de Carro,CALLAO,1,524546204,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,AVIS RENT A CAR DOLARES,AVIS RENT A CAR DOLARES LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,BEOGRAD,1,1832969281,5712.0,1.0,5712.0,MOVEIS EM GERAL,SPECTATOR AVIS R A CAR,SPECTATOR AVIS R A CAR MOVEIS EM GERAL,,S,
,RIO DE JANEIR,,71460713,7531.0,6.0,7531.0,RESTAURACAO AUTOMOVEIS,SILVA CAR LANTERNAGEM,SILVA CAR LANTERNAGEM RESTAURACAO AUTOMOVEIS,,S,
LocaÃ§Ã£o de Carro,LOS ANGELES,1,"4,20E+12",7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,CITI RENT CARS,CITI RENT CARS LOCADORAS DE VEICULOS,,N,
,BARUERI,,1063957610,6012.0,724.0,6012.0,BANCOS / LOJAS DE POUPANCA E INSTITUICOES FINANCEIRAS,ALUGUEL PGTO CARTAO MO,ALUGUEL PGTO CARTAO MO BANCOS / LOJAS DE POUPANCA E INSTITUICOES FINANCEIRAS,,N,
LocaÃ§Ã£o de Carro,INVERNESS,1,38423382,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,FOCUS VEHICLE RENTAL L,FOCUS VEHICLE RENTAL L LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,DUSSELDORF,1,9502112774,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR DUSSE,ENTERPRISE RENTACAR DUSSE LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,SANTO ANDRE,1,36968595,4214.0,1.0,4214.0,MUDANCAS,W RENT SP,W RENT SP MUDANCAS,,S,
,SOROCABA,,1027820643,7538.0,1.0,7538.0,OFICINAS,AV CAR CENTRO AUTOMOT,AV CAR CENTRO AUTOMOT OFICINAS,,S,
LocaÃ§Ã£o de Carro,KAAPSTAD,1,19579,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",DOLLAR THRIFTY CAR RE,"DOLLAR THRIFTY CAR RE HOTEIS, POUSADAS, ETC",,S,
,MAGE,,8720735455,5533.0,4.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SHIRLEY CAR AUTO,SHIRLEY CAR AUTO LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
,APARECIDA DE,,1024007348,7535.0,3.0,7535.0,OFICINA DE PINTURA DE AUTOMOVEIS,JONAS CAR REPARACAO AU,JONAS CAR REPARACAO AU OFICINA DE PINTURA DE AUTOMOVEIS,,S,
,SALVADOR,,26194704,7349.0,7.0,7349.0,SERVICOS DE MANUTENCAO E CONSERVACAO,PERFECT CAR ESTETICA A,PERFECT CAR ESTETICA A SERVICOS DE MANUTENCAO E CONSERVACAO,,N,
LocaÃ§Ã£o de Carro,VANCOUVER,1,9323606146,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR VANCO,ENTERPRISE RENTACAR VANCO LOCADORAS DE VEICULOS,,N,
,BELO HORIZONT,,1041308865,7542.0,1.0,7542.0,LAVA RAPIDO,VIP CAR WASH,VIP CAR WASH LAVA RAPIDO,,N,
,GIBRALTAR,,101906783,7523.0,1.0,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,GIBRALTAR CAR PARKS LT,GIBRALTAR CAR PARKS LT ESTACIONAMENTO DE AUTOMOVEIS,,N,
,VITORIA DA CO,,1012837731,5533.0,1.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,PLAST CAR AUTO CAPAS,PLAST CAR AUTO CAPAS LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,N,
LocaÃ§Ã£o de Carro,PUNTA ARENAS,1,29658099,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,EMSA-AVIS RENT A CAR,EMSA-AVIS RENT A CAR LOCADORAS DE VEICULOS,,N,
,SAO PAULO,,9242996,5541.0,10.0,5541.0,POSTOS DE GASOLINA,SOFT CAR SERVS AUTOM,SOFT CAR SERVS AUTOM POSTOS DE GASOLINA,,N,
Hotel,DUBAI,0,1000004372,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",RMB HOLIDAY HOMES RENTAL,"RMB HOLIDAY HOMES RENTAL HOTEIS, POUSADAS, ETC",,S,
LocaÃ§Ã£o de Carro,CAN PASTILLA,1,266464171,7512.0,4.0,7512.0,LOCADORAS DE VEICULOS,OKRENTACAR ES,OKRENTACAR ES LOCADORAS DE VEICULOS,,S,
Materiais de Construção,RIO DE JANEIR,6,"1,16E+14",5251.0,238.0,5251.0,HARDWARE,UNIDAS MATERIAIS,UNIDAS MATERIAIS HARDWARE,,S,
LocaÃ§Ã£o de Carro,MIAMI,1,"9,82E+11",7512.0,10.0,7512.0,LOCADORAS DE VEICULOS,E-Z RENT-A-CAR MIA,E-Z RENT-A-CAR MIA LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,RIO DE JANEIR,1,9913904082,7512.0,175.0,7512.0,LOCADORAS DE VEICULOS,LOCALIZA R A CAR AAGIB,LOCALIZA R A CAR AAGIB LOCADORAS DE VEICULOS,,S,
,RIO DE JANEIR,,"1,16E+14",7542.0,11.0,7542.0,LAVA RAPIDO,FASHION CAR SERV,FASHION CAR SERV LAVA RAPIDO,,S,
LocaÃ§Ã£o de Carro,68001BUCARAMA,1,12631560,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,RENTING COLOMBIA BUCAR,RENTING COLOMBIA BUCAR LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,VITORIA,1,56622198,7512.0,13.0,7512.0,LOCADORAS DE VEICULOS,UNIDAS LOCADORA DE VEI,UNIDAS LOCADORA DE VEI LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,LUXEMBOURG-FI,1,9590833984,7512.0,7.0,7512.0,LOCADORAS DE VEICULOS,SIXT LUXEMBURG POS,SIXT LUXEMBURG POS LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,NAVEGANTES,1,1013383440,7512.0,18.0,7512.0,LOCADORAS DE VEICULOS,HERTZ,HERTZ LOCADORAS DE VEICULOS,,S,
,BAMBUI,,45470898,5511.0,1.0,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),CYTY CAR AUTO CENTER,CYTY CAR AUTO CENTER CARROS E CAMINHOES (NOVOS / USADOS),,S,
LocaÃ§Ã£o de Carro,COLONIA,1,207522401,5940.0,1.0,5940.0,BICICLETAS / VENDA E SERVICO,TOTAL RENTAL,TOTAL RENTAL BICICLETAS / VENDA E SERVICO,,S,
,SAO GONCALO,,"1,51E+14",5533.0,7.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,BIA CAR AUTOPECAS,BIA CAR AUTOPECAS LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
,OXFORD,,97585453,8641.0,1.0,8641.0,ASSOCIACAO CIVICA E SOCIAL,ST CLEMENTS CAR PARK,ST CLEMENTS CAR PARK ASSOCIACAO CIVICA E SOCIAL,,S,
,LAVRAS,,4690184,5999.0,4.0,5999.0,FOGOS DE ARTIFICIO / DISTRIBUIDOR,COPYUAI LOCACAO DE EQU,COPYUAI LOCACAO DE EQU FOGOS DE ARTIFICIO / DISTRIBUIDOR,,S,
LocaÃ§Ã£o de Carro,LAGOS,1,2166890,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,RENT IT SIMPLE,RENT IT SIMPLE LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,RIO DE JANEIR,1,48977853,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,OCEANICA RENT A CAR,OCEANICA RENT A CAR LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,ORLANDO,1,"4,62E+14",7999.0,1.0,7999.0,DIVERSAO E RECREACAO / ZOOLOGICO,BUENA VISTA SCOOTER RENTA,BUENA VISTA SCOOTER RENTA DIVERSAO E RECREACAO / ZOOLOGICO,,N,
LocaÃ§Ã£o de Carro,MARINGA,1,9911346476,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,LOCALIZA R A CAR ACMGF,LOCALIZA R A CAR ACMGF LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,4029357733,1,"1,25E+14",7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,PAYPAL ACTIVA RENT,PAYPAL ACTIVA RENT LOCADORAS DE VEICULOS,,N,
,RIO DE JANEIR,,8688791961,7542.0,15.0,7542.0,LAVA RAPIDO,STOCK CAR LAVA JATO EIREL,STOCK CAR LAVA JATO EIREL LAVA RAPIDO,,S,
LocaÃ§Ã£o de Carro,ORLANDO,1,1092576859,7512.0,18.0,7512.0,LOCADORAS DE VEICULOS,ADVANTAGE CAR # 100601 00,ADVANTAGE CAR # 100601 00 LOCADORAS DE VEICULOS,,S,
,DUBLIN,,2101025155,7523.0,1.0,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,FLEET STREET CAR PARK,FLEET STREET CAR PARK ESTACIONAMENTO DE AUTOMOVEIS,,S,
LocaÃ§Ã£o de Carro,+34 91 749 77,1,9563611029,7512.0,205.0,7512.0,LOCADORAS DE VEICULOS,HERTZ SPAIN,HERTZ SPAIN LOCADORAS DE VEICULOS,,N,
,RIO DE JANEIR,,8670934694,7538.0,1.0,7538.0,OFICINAS,MED CAR ELETRO MECANICA L,MED CAR ELETRO MECANICA L OFICINAS,,S,
,SAO GONCALO,,20895178,5533.0,19.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,VAST CAR PECAS AUTOM L,VAST CAR PECAS AUTOM L LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,NEW HYDE PARK,1,"5,55E+14",4121.0,1.0,4121.0,TAXI / LIMOUSINES,IMMEDIATE LUXURY CAR &,IMMEDIATE LUXURY CAR & TAXI / LIMOUSINES,,N,
LocaÃ§Ã£o de Carro,MAIA,1,3046933,7512.0,20.0,7512.0,LOCADORAS DE VEICULOS,RENT A STAR,RENT A STAR LOCADORAS DE VEICULOS,,N,
,SAO JOSE DOS,,1015942447,5013.0,1.0,5013.0,PECAS E SERVICOS PARA VEICULOS,SCAP CAR ESCAPAMENTOS,SCAP CAR ESCAPAMENTOS PECAS E SERVICOS PARA VEICULOS,,N,
,ARACOIABA,,4448912,7538.0,2.0,7538.0,OFICINAS,IM CAR AUTO CENTER,IM CAR AUTO CENTER OFICINAS,,S,
,QUEIMADOS,,1001531156,5533.0,8.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SCAP CAR 2000,SCAP CAR 2000 LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
,RIO DE JANEIR,,1076744211,5511.0,2.0,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),FIRST CAR COMERCIO DE,FIRST CAR COMERCIO DE CARROS E CAMINHOES (NOVOS / USADOS),,S,
,SAO PAULO,,48732095,5533.0,1.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,FLASH CAR VISTORIA,FLASH CAR VISTORIA LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,MISSISSAUGA,1,9303601224,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,ROUTES CAR AND TRUCK,ROUTES CAR AND TRUCK LOCADORAS DE VEICULOS,,N,
,RIO DE JANEIR,,1154444,5533.0,26.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,J E CAR SOUND,J E CAR SOUND LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,SANTIAGO,1,9923701437,7512.0,6.0,7512.0,LOCADORAS DE VEICULOS,HERTZ RENT A CAR PUDAHUEL,HERTZ RENT A CAR PUDAHUEL LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,HONOLULU,1,"9,82E+11",7512.0,4.0,7512.0,LOCADORAS DE VEICULOS,ADVANTAGE CAR # 120201,ADVANTAGE CAR # 120201 LOCADORAS DE VEICULOS,,N,
,SAO JOSE DE R,,9077627859,7531.0,1.0,7531.0,RESTAURACAO AUTOMOVEIS,M2 CAR CENTRO AUTOMOTI,M2 CAR CENTRO AUTOMOTI RESTAURACAO AUTOMOVEIS,,S,
,RIO DE JANEIR,,18328946,5533.0,88.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SPEED CAR RIO AUTOCENTE,SPEED CAR RIO AUTOCENTE LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,HOOD RIVER,1,"2,86E+14",5813.0,1.0,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",SIXTH STREET BISTRO,"SIXTH STREET BISTRO BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",,N,
,C GOYTACAZES,,17461340,5533.0,7.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SAFETY CAR TUNING,SAFETY CAR TUNING LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
,NOVA IGUACU,,8733333108,7538.0,1.0,7538.0,OFICINAS,JR CAR I M LTDA,JR CAR I M LTDA OFICINAS,,S,
,RIO DE JANEIR,,8676760499,5947.0,4.0,5947.0,LOJAS DE COUROS E ARTEFATOS,YES BRAZIL CAR COMERCIO D,YES BRAZIL CAR COMERCIO D LOJAS DE COUROS E ARTEFATOS,,S,
Passagens Aereas,TEL AVIV,2,972638,4722.0,5.0,4722.0,OPERADORES / AGENCIAS DE VIAGEM,RENT-A-GUIDE LTD,RENT-A-GUIDE LTD OPERADORES / AGENCIAS DE VIAGEM,,N,
LocaÃ§Ã£o de Carro,FIUMICINO,1,9624228847,5969.0,1.0,5969.0,OUTROS ECS DE TELEMARKETING,AUTONOLEGGIO WIN RENT,AUTONOLEGGIO WIN RENT OUTROS ECS DE TELEMARKETING,,N,
,VOLTA REDONDA,,9918610627,5732.0,2.0,5732.0,APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,RENT DVD HOME T STORE,RENT DVD HOME T STORE APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,,S,
LocaÃ§Ã£o de Carro,JET PARK,1,2182378,7512.0,5.0,7512.0,LOCADORAS DE VEICULOS,WOODFORD CAR & BAKKIE H,WOODFORD CAR & BAKKIE H LOCADORAS DE VEICULOS,,N,
,CHARLOTTE,,"5,31E+14",5812.0,1.0,5812.0,RESTAURANTES,B STOCK CAR CA12200044,B STOCK CAR CA12200044 RESTAURANTES,,N,
LocaÃ§Ã£o de Carro,GUANACASTE,1,10186099,7512.0,3.0,7512.0,LOCADORAS DE VEICULOS,ECONOMY CAR RENTALS,ECONOMY CAR RENTALS LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,PALERMO,1,8837100,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,ALFA CAR RENTAL,ALFA CAR RENTAL LOCADORAS DE VEICULOS,,N,
,MIAMI,,"2,67E+11",7542.0,1.0,7542.0,LAVA RAPIDO,LAS BRISAS CAR WASH,LAS BRISAS CAR WASH LAVA RAPIDO,,S,
LocaÃ§Ã£o de Carro,75PARIS 14,1,"4,05E+13",5732.0,1.0,5732.0,APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,DJ MEGA HERTZ 4226112,DJ MEGA HERTZ 4226112 APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,,S,
LocaÃ§Ã£o de Carro,LANGLEY SLOUG,1,9603308214,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,SIXT UK POS,SIXT UK POS LOCADORAS DE VEICULOS,,N,
,NOVA FRIBURGO,,1079016667,5099.0,1.0,5099.0,MATERIAIS DURAVEIS NAO CLASSIFICADOS,ALAMO DISTRIBUIDORA,ALAMO DISTRIBUIDORA MATERIAIS DURAVEIS NAO CLASSIFICADOS,,S,
LocaÃ§Ã£o de Carro,PALMA NOVA -,1,325045490,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,HIPER RENT A CAR PALMA NO,HIPER RENT A CAR PALMA NO LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,TEL AVIV,1,7554220,5441.0,18.0,5441.0,DOCERIAS E CONFEITARIAS,BOOM HERTZEL,BOOM HERTZEL DOCERIAS E CONFEITARIAS,,N,
LocaÃ§Ã£o de Carro,SAO LUIS,1,9913904124,7512.0,6.0,7512.0,LOCADORAS DE VEICULOS,LOCAL RENT A CAR AASLZ,LOCAL RENT A CAR AASLZ LOCADORAS DE VEICULOS,,S,
,CACHOEIRO DE,,19777622,7538.0,2.0,7538.0,OFICINAS,UNIDAS AUTO ELETRICA,UNIDAS AUTO ELETRICA OFICINAS,,S,
LocaÃ§Ã£o de Carro,LISBOA,1,9553911447,7512.0,3.0,7512.0,LOCADORAS DE VEICULOS,JAPRAC RENT-A-CAR,JAPRAC RENT-A-CAR LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,FLORIANOPOLIS,1,21363048,7512.0,4.0,7512.0,LOCADORAS DE VEICULOS,GO ALUGUEL DE VEICULOS,GO ALUGUEL DE VEICULOS LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,BARILOCHE,1,3946985,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,RENTACAR COM 6985,RENTACAR COM 6985 LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,PUERTO MONTT,1,30245377,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,B Y S RENT A CAR,B Y S RENT A CAR LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,GUANGZHOU,1,"1,04E+14",7512.0,3.0,7512.0,LOCADORAS DE VEICULOS,MAS EASY RENT CARS,MAS EASY RENT CARS LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,PLYMOUTH,1,9602773830,7512.0,7.0,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR PLYMO,ENTERPRISE RENTACAR PLYMO LOCADORAS DE VEICULOS,,N,
,NOVA IGUACU,,1507584,7542.0,17.0,7542.0,LAVA RAPIDO,ZLL CAR DETAIL ESTETIC,ZLL CAR DETAIL ESTETIC LAVA RAPIDO,,S,
LocaÃ§Ã£o de Carro,GAITHERSBURG,1,2190886713,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,NEXT CAR GAITHERSBURG N,NEXT CAR GAITHERSBURG N LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,MNSTER,1,9502114143,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR MNSTE,ENTERPRISE RENTACAR MNSTE LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,RICHMOND,1,41951975704,3366.0,2.0,3366.0,BUDGET RENT A CAR,BUDGET RENT-A-CAR RIVE,BUDGET RENT-A-CAR RIVE BUDGET RENT A CAR,,N,
LocaÃ§Ã£o de Carro,RIO DE JANEIR,1,28701019,5963.0,1.0,5963.0,VENDAS A DOMICILIO,MONICA ALAMO,MONICA ALAMO VENDAS A DOMICILIO,,S,
LocaÃ§Ã£o de Carro,PORTO SEGURO,1,9069206308,7512.0,4.0,7512.0,LOCADORAS DE VEICULOS,PORTO SEGURO RENT A,PORTO SEGURO RENT A LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,BALAZAR GMR,1,3038839,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,RENT STERN BRAGA,RENT STERN BRAGA LOCADORAS DE VEICULOS,,N,
,CARIACICA,,1057309696,7538.0,2.0,7538.0,OFICINAS,J L CAR AUTO CENTER,J L CAR AUTO CENTER OFICINAS,,S,
,OSASCO,,1035546210,5533.0,1.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,FUJIE CAR PECAS,FUJIE CAR PECAS LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
Passagens Aereas,SAO PAULO,2,1400073,4722.0,7.0,4722.0,OPERADORES / AGENCIAS DE VIAGEM,RENT A TOUR TURISMO,RENT A TOUR TURISMO OPERADORES / AGENCIAS DE VIAGEM,,N,
,DUQUE DE CAXI,,76271781,5533.0,10.0,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,LED CAR ACESSORIOS AUTO,LED CAR ACESSORIOS AUTO LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,,S,
LocaÃ§Ã£o de Carro,JOAO PESSOA,1,20974035,7512.0,3.0,7512.0,LOCADORAS DE VEICULOS,LOCARX ALUGUEL D CARRO,LOCARX ALUGUEL D CARRO LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,SANTORINI,1,140792003,7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,NOITAKIS RENT A CAR,NOITAKIS RENT A CAR LOCADORAS DE VEICULOS,,N,
LocaÃ§Ã£o de Carro,BARCELONA,1,9560510299,7512.0,6.0,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR BARCE,ENTERPRISE RENTACAR BARCE LOCADORAS DE VEICULOS,,N,
,RIO DE JANEIR,,1085151546,4214.0,36.0,4214.0,MUDANCAS,SC LOCACAO E TRANSPORT,SC LOCACAO E TRANSPORT MUDANCAS,,S,
LocaÃ§Ã£o de Carro,WWW CHEAP-CAR,1,"5,20E+14",3412.0,2.0,3412.0,A1 RENT A CAR,WWW CHEAP-CAR-RENTAL COM,WWW CHEAP-CAR-RENTAL COM A1 RENT A CAR,,N,
LocaÃ§Ã£o de Carro,BENITO JUAREZ,1,9350207024,8999.0,3.0,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,TAXI BY HERTZ AVASA,TAXI BY HERTZ AVASA SERVICOS PROFISSIONAIS NAO RELACIONADOS,,S,
Supermercados,CAMPO BOM,5,1100714429,5411.0,2.0,5411.0,SUPERMERCADOS,UNIDASUL RISSUL FILIAL,UNIDASUL RISSUL FILIAL SUPERMERCADOS,,S,
LocaÃ§Ã£o de Carro,BASEL,1,9450345525,7512.0,7.0,7512.0,LOCADORAS DE VEICULOS,SIXT SWITZERLAND POS,SIXT SWITZERLAND POS LOCADORAS DE VEICULOS,,N,
,MAMMOTH LAKES,,1042762633,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",MMSA RENTAL SHOP 0000,"MMSA RENTAL SHOP 0000 HOTEIS, POUSADAS, ETC",,N,
LocaÃ§Ã£o de Carro,AUCKLAND,1,331900183,7512.0,1.0,7512.0,LOCADORAS DE VEICULOS,DRIVE NZ RENTAL CARS,DRIVE NZ RENTAL CARS LOCADORAS DE VEICULOS,,S,
LocaÃ§Ã£o de Carro,JAMAICA,1,"6,01E+14",3405.0,1.0,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE CAR RENTA,ENTERPRISE CAR RENTA ENTERPRISE RENT-A-CAR,,N,
